Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
31	HEART	"18	108"	5.213	0.03014
32	Circulation-Cardiovascular Quality and Outcomes	"4	728"	5.071	0.01435
33	CANADIAN JOURNAL OF CARDIOLOGY	"6	980"	5	0.01763
34	International Journal of Stroke	"4	853"	4.882	0.01556
35	European Heart Journal-Cardiovascular Imaging	"6	359"	4.841	0.02311
36	TRENDS IN CARDIOVASCULAR MEDICINE	"2	695"	4.755	0.00392
37	REVISTA ESPANOLA DE CARDIOLOGIA	"3	672"	4.642	0.00461
38	Current Atherosclerosis Reports	"2	586"	4.608	0.00455
39	Journal of the American Heart Association	"17	149"	4.605	0.07062
40	Circulation-Cardiovascular Genetics	"3	090"	4.534	0.0086
41	JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY	"28	491"	4.451	0.0343
42	Circulation-Arrhythmia and Electrophysiology	"6	344"	4.393	0.01663
43	THROMBOSIS AND HAEMOSTASIS	"15	589"	4.379	0.02057
44	CURRENT OPINION IN LIPIDOLOGY	"4	151"	4.254	0.00545
45	JOURNAL OF HYPERTENSION	"16	940"	4.171	0.02017
46	JOURNAL OF THROMBOSIS AND HAEMOSTASIS	"17	598"	4.157	0.02519
47	AMERICAN HEART JOURNAL	"19	814"	4.153	0.02681
48	JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY	"14	031"	4.133	0.01796
49	CARDIOVASCULAR DRUGS AND THERAPY	"2	114"	4.069	0.00334
50	Circulation-Genomic and Precision Medicine	375	4.063	0.00222
51	Hellenic Journal of Cardiology	987	4.047	0.001
52	EUROPACE	"9	973"	4.045	0.02475
53	EuroIntervention	"5	542"	3.993	0.01659
54	ATHEROSCLEROSIS SUPPLEMENTS	767	3.968	0.00122
55	ATHEROSCLEROSIS	"24	587"	3.919	0.03659
56	Frontiers in Cardiovascular Medicine	"1	303"	3.915	0.00402
57	ESC Heart Failure	"1	276"	3.902	0.00412
58	Journal of Atherosclerosis and Thrombosis	"3	426"	3.876	0.00519
59	AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY	"26	114"	3.864	0.0204
60	Global Heart	"1	074"	3.862	0.00318
61	CURRENT HYPERTENSION REPORTS	"3	143"	3.856	0.00594
62	European Heart Journal-Acute Cardiovascular Care	"1	555"	3.813	0.00543
63	NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES	"6	026"	3.7	0.00882
64	ANNALS OF THORACIC SURGERY	"35	221"	3.639	0.04038
65	HEART FAILURE REVIEWS	"2	697"	3.538	0.00513
66	EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY	"16	682"	3.486	0.02582
67	JOURNAL OF CARDIAC FAILURE	"4	983"	3.435	0.00873
68	JOURNAL OF VASCULAR SURGERY	"26	553"	3.405	0.02498
69	JOURNAL OF NUCLEAR CARDIOLOGY	"3	600"	3.366	0.00457
70	Journal of Cardiovascular Translational Research	"1	656"	3.312	0.00314
71	INTERNATIONAL JOURNAL OF CARDIOLOGY	"31	193"	3.229	0.06816
72	Journal of Vascular Surgery-Venous and Lymphatic Disorders	"1	115"	3.137	0.00226
73	JOURNAL OF ENDOVASCULAR THERAPY	"3	651"	3.102	0.00511
74	RESPIRATORY MEDICINE	"11	934"	3.095	0.01349
75	Annals of Cardiothoracic Surgery	"1	828"	3.058	0.00506
76	JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY	"9	045"	3.037	0.00979
77	CURRENT PROBLEMS IN CARDIOLOGY	567	2.966	0.00074
78	SHOCK	"7	919"	2.96	0.01037
79	HYPERTENSION RESEARCH	"5	169"	2.941	0.00533
80	Journal of Cardiovascular Computed Tomography	"1	809"	2.892	0.00485
80	SEMINARS IN THROMBOSIS AND HEMOSTASIS	"4	074"	2.892	0.00526
82	THROMBOSIS RESEARCH	"10	616"	2.869	0.01741
83	MICROVASCULAR RESEARCH	"4	028"	2.73	0.00314
84	Journal of Clinical Hypertension	"3	983"	2.719	0.00698
85	Diabetes & Vascular Disease Research	"1	520"	2.707	0.00317
86	CEREBROVASCULAR DISEASES	"5	699"	2.698	0.0058
87	American Journal of Cardiovascular Drugs	"1	063"	2.674	0.00158
88	Current Vascular Pharmacology	"1	786"	2.672	0.0022
89	AMERICAN JOURNAL OF HYPERTENSION	"8	915"	2.669	0.01084
90	Cardiovascular Diagnosis and Therapy	"1	081"	2.615	0.00305
91	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY	"5	340"	2.598	0.00381
92	AMERICAN JOURNAL OF CARDIOLOGY	"35	187"	2.57	0.03949
93	CIRCULATION JOURNAL	"9	860"	2.54	0.01478
94	CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION	"3	281"	2.539	0.00474
95	Cardiovascular Therapeutics	"1	351"	2.538	0.00212
96	VASCULAR MEDICINE	"1	770"	2.509	0.00256
97	Journal of Geriatric Cardiology	"1	231"	2.491	0.00327
98	Archives of Cardiovascular Diseases	"1	628"	2.434	0.00357
98	Current Cardiology Reports	"2	127"	2.434	0.00599
100	JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY	"6	886"	2.424	0.01011
101	Heart Failure Clinics	"1	020"	2.327	0.00233
102	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS	"1	358"	2.322	0.00214
102	Korean Circulation Journal	"1	335"	2.322	0.00243
104	European Journal of Cardiovascular Nursing	"1	723"	2.296	0.0027
105	Thrombosis Journal	773	2.295	0.00189
106	Cardiovascular Toxicology	"1	272"	2.284	0.00173
107	JOURNAL OF HUMAN HYPERTENSION	"4	372"	2.26	0.00464
108	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	"5	371"	2.258	0.00731
109	ANGIOLOGY	"3	063"	2.255	0.00342
110	CLINICAL CARDIOLOGY	"4	233"	2.248	0.00862
111	Journal of Cardiology	"3	243"	2.246	0.00609
112	Pulmonary Circulation	"1	651"	2.205	0.00429
113	Heart Lung and Circulation	"2	889"	2.194	0.00649
114	BLOOD PRESSURE	"1	180"	2.169	0.00192
115	CURRENT OPINION IN CARDIOLOGY	"2	051"	2.149	0.00353
116	Seminars in Thoracic and Cardiovascular Surgery	"1	320"	2.133	0.00221
117	MICROCIRCULATION	"2	462"	2.11	0.0027
118	Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	"1	286"	2.095	0.00381
119	INTERNATIONAL ANGIOLOGY	"1	331"	2.08	0.00132
120	BMC Cardiovascular Disorders	"3	684"	2.078	0.00895
121	JOURNAL OF THROMBOSIS AND THROMBOLYSIS	"2	794"	2.054	0.00574
122	Cardiovascular Ultrasound	"1	112"	2.051	0.00149
123	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	"8	295"	2.044	0.01523
124	CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	"5	675"	2.034	0.00734
125	INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING	"3	176"	1.969	0.00673
126	Netherlands Heart Journal	"1	233"	1.933	0.00195
127	PHLEBOLOGY	"1	438"	1.914	0.00185
128	International Heart Journal	"1	942"	1.906	0.00267
129	KIDNEY & BLOOD PRESSURE RESEARCH	"1	903"	1.898	0.00313
130	Seminars in Vascular Surgery	720	1.889	0.00074
131	Kardiologia Polska	"1	665"	1.874	0.00257
132	Vasa-European Journal of Vascular Medicine	"1	008"	1.831	0.00143
133	Cardiology in Review	"1	080"	1.816	0.00151
134	CARDIOLOGY CLINICS	"1	086"	1.811	0.00203
135	CARDIOLOGY	"2	359"	1.791	0.00252
136	CLINICAL AND EXPERIMENTAL HYPERTENSION	"1	887"	1.789	0.00242
137	HYPERTENSION IN PREGNANCY	"1	314"	1.787	0.00145
137	Journal of Stroke & Cerebrovascular Diseases	"6	838"	1.787	0.0168
139	Cardiovascular Engineering and Technology	504	1.771	0.00109
140	JOURNAL OF INTERVENTIONAL CARDIOLOGY	"1	309"	1.758	0.0024
141	CARDIOVASCULAR PATHOLOGY	"1	998"	1.756	0.00236
142	CardioRenal Medicine	485	1.754	0.0011
143	CLINICAL HEMORHEOLOGY AND MICROCIRCULATION	"2	147"	1.741	0.00218
144	JOURNAL OF VASCULAR RESEARCH	"1	551"	1.725	0.00115
145	Interactive Cardiovascular and Thoracic Surgery	"5	684"	1.675	0.00911
145	Journal of Cardiovascular Nursing	"1	795"	1.675	0.00222
147	Cardiology Journal	"1	164"	1.669	0.00195
148	Congenital Heart Disease	"1	648"	1.663	0.004
149	EUROPEAN HEART JOURNAL SUPPLEMENTS	551	1.655	0.00081
150	HEART & LUNG	"2	351"	1.63	0.00302
151	HEART AND VESSELS	"2	176"	1.618	0.00367
152	Annals of Thoracic and Cardiovascular Surgery	"1	087"	1.584	0.00137
153	PEDIATRIC CARDIOLOGY	"4	344"	1.564	0.00671
154	Journal of Cardiothoracic Surgery	"2	089"	1.506	0.00421
155	JOURNAL OF CARDIAC SURGERY	"2	054"	1.49	0.003
156	Annals of Thoracic Medicine	735	1.456	0.00099
157	JOURNAL OF INVASIVE CARDIOLOGY	"1	593"	1.453	0.00242
158	Arquivos Brasileiros de Cardiologia	"3	065"	1.45	0.00285
159	JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM	918	1.417	0.00116
160	JOURNAL OF CARDIOVASCULAR SURGERY	"1	825"	1.415	0.00213
161	ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES	"3	173"	1.393	0.00578
162	Journal of Cardiopulmonary Rehabilitation and Prevention	"1	706"	1.383	0.00184
163	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	"1	945"	1.374	0.0034
164	Postepy w Kardiologii Interwencyjnej	311	1.347	0.00062
165	CORONARY ARTERY DISEASE	"1	637"	1.335	0.0022
166	Vascular	926	1.315	0.00175
167	PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY	"5	012"	1.303	0.00572
168	Cardiology Research and Practice	833	1.292	0.00136
169	JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY	"1	507"	1.277	0.00323
170	PERFUSION-UK	"1	271"	1.234	0.00176
171	Journal of Cardiovascular Medicine	"1	667"	1.225	0.00297
172	Anatolian Journal of Cardiology	"1	203"	1.223	0.00194
172	Journal of Vascular Access	"1	197"	1.223	0.00242
174	THORACIC AND CARDIOVASCULAR SURGEON	"1	812"	1.209	0.00244
175	ACTA CARDIOLOGICA	960	1.208	0.00155
176	International Journal of Hypertension	789	1.132	0.00071
177	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	"1	206"	1.131	0.00175
178	ANNALS OF VASCULAR SURGERY	"5	310"	1.125	0.0088
179	BLOOD PRESSURE MONITORING	"1	378"	1.092	0.00147
180	General Thoracic and Cardiovascular Surgery	"1	432"	1.088	0.0024
181	SCANDINAVIAN CARDIOVASCULAR JOURNAL	804	1.084	0.00124
182	Brazilian Journal of Cardiovascular Surgery	849	1.053	0.00113
183	HERZ	"1	083"	1.033	0.0014
184	TEXAS HEART INSTITUTE JOURNAL	"1	891"	1.023	0.00131
185	CARDIOLOGY IN THE YOUNG	"2	641"	1	0.00466
186	Revista Portuguesa de Cardiologia	819	0.96	0.00091
187	JOURNAL OF ELECTROCARDIOLOGY	"2	518"	0.944	0.00326
188	Cardiovascular Journal of Africa	953	0.897	0.00182
189	Vascular and Endovascular Surgery	"1	325"	0.872	0.00168
190	MINERVA CARDIOANGIOLOGICA	371	0.713	0.00047
191	Reviews in Cardiovascular Medicine	245	0.659	0.00037
192	Artery Research	239	0.519	0.00037
193	HEART SURGERY FORUM	518	0.404	0.00052
194	KARDIOLOGIYA	522	0.264	0.00024
