Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
66	Annual Review of Genomics and Human Genetics	"2	537"	7.914	0.006020
67	Cell Reports	"39	510"	7.815	0.235540
68	Redox Biology	"7	192"	7.793	0.019620
69	Protein & Cell	"3	243"	7.575	0.009080
70	eLife	"37	014"	7.551	0.259540
71	AGING CELL	"8	993"	7.346	0.018810
72	CURRENT OPINION IN STRUCTURAL BIOLOGY	"11	066"	7.052	0.024160
73	Molecular Ecology Resources	"10	473"	7.049	0.019000
74	CELLULAR AND MOLECULAR LIFE SCIENCES	"24	422"	7.014	0.038970
75	MATRIX BIOLOGY	"5	699"	6.986	0.009540
76	BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER	"5	226"	6.887	0.008260
77	Cell Chemical Biology	"2	022"	6.762	0.009380
78	BMC BIOLOGY	"5	937"	6.723	0.017800
79	ONCOGENE	"63	249"	6.634	0.074600
80	GENOMICS PROTEOMICS & BIOINFORMATICS	"1	612"	6.597	0.004790
81	BIOSCIENCE	"18	353"	6.591	0.012840
82	Tissue Engineering Part B-Reviews	"3	550"	6.512	0.004970
83	Science Signaling	"11	403"	6.481	0.033700
84	Science Bulletin	"3	569"	6.277	0.009840
85	Reviews of Physiology Biochemistry and Pharmacology	738	6.214	0.000540
86	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	"45	388"	6.139	0.071070
87	MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH	"3	566"	6.081	0.004090
88	CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY	"3	489"	6.069	0.006540
89	Cell Death & Disease	"19	001"	5.959	0.051780
90	Scientific Data	"3	240"	5.929	0.015610
91	JOURNAL OF MEDICAL GENETICS	"12	417"	5.899	0.016850
92	Signal Transduction and Targeted Therapy	371	5.873	0.000990
93	MOLECULAR ECOLOGY	"39	464"	5.855	0.060180
94	ANTIOXIDANTS & REDOX SIGNALING	"20	275"	5.828	0.029700
95	Molecular Autism	"2	107"	5.712	0.008000
96	AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS	"2	139"	5.683	0.004860
97	BIOMACROMOLECULES	"37	954"	5.667	0.037180
98	FREE RADICAL BIOLOGY AND MEDICINE	"40	820"	5.657	0.040300
99	Cells	"1	412"	5.656	0.003990
100	STEM CELLS	"21	467"	5.614	0.030220
101	Aging-US	"5	185"	5.515	0.012440
102	Stem Cell Reports	"6	144"	5.499	0.030420
103	Clinical Epigenetics	"2	900"	5.496	0.009690
104	RNA Biology	"5	855"	5.477	0.018620
105	SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY	"10	064"	5.460	0.024080
106	CYTOKINE & GROWTH FACTOR REVIEWS	"5	688"	5.458	0.007680
107	FASEB JOURNAL	"41	854"	5.391	0.047670
108	CURRENT OPINION IN GENETICS & DEVELOPMENT	"7	687"	5.288	0.016910
109	PLoS Genetics	"43	864"	5.224	0.143490
110	HUMAN GENETICS	"8	640"	5.207	0.014490
111	Frontiers in Cell and Developmental Biology	"2	087"	5.206	0.008770
112	JOURNAL OF BIOMEDICAL SCIENCE	"4	083"	5.203	0.006300
113	Frontiers in Bioengineering and Biotechnology	"1	994"	5.122	0.006540
114	Cell Communication and Signaling	"2	256"	5.111	0.005470
115	CELL BIOLOGY AND TOXICOLOGY	"1	749"	5.097	0.001360
116	JOURNAL OF MOLECULAR BIOLOGY	"57	921"	5.067	0.042100
117	JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY	"14	143"	5.055	0.020450
118	Journal of Advanced Research	"2	691"	5.045	0.004780
119	Research Synthesis Methods	"1	932"	5.043	0.005420
120	CELL PROLIFERATION	"2	945"	5.039	0.003230
121	CELLULAR ONCOLOGY	"1	382"	5.020	0.001960
122	Wiley Interdisciplinary Reviews-RNA	"2	368"	4.928	0.008630
123	AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS	"1	335"	4.919	0.003270
124	Advances in Genetics	"1	636"	4.913	0.003180
125	Forensic Science International-Genetics	"4	388"	4.884	0.007040
126	JOURNAL OF NEUROCHEMISTRY	"35	902"	4.870	0.026140
127	Oxidative Medicine and Cellular Longevity	"12	370"	4.868	0.026830
128	Circulation-Cardiovascular Genetics	"3	441"	4.864	0.010500
129	Microbial Genomics	573	4.853	0.003040
130	Essays in Biochemistry	"1	674"	4.845	0.003010
131	CURRENT OPINION IN LIPIDOLOGY	"4	140"	4.844	0.006320
132	INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES	"31	707"	4.784	0.040180
133	JOURNAL OF MOLECULAR MEDICINE-JMM	"7	195"	4.746	0.010880
134	EXPERIMENTAL AND MOLECULAR MEDICINE	"4	046"	4.743	0.007380
134	JOURNAL OF LIPID RESEARCH	"23	523"	4.743	0.025090
136	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH	"16	440"	4.739	0.030020
136	FEBS Journal	"18	035"	4.739	0.033180
138	Computational and Structural Biotechnology Journal	"1	363"	4.720	0.004810
139	Stem Cell Reviews and Reports	"2	436"	4.697	0.004690
140	Biomolecules	"2	274"	4.694	0.008300
141	GigaScience	"2	674"	4.688	0.012510
142	CANCER GENE THERAPY	"2	842"	4.681	0.003200
143	Journal of Molecular Cell Biology	"1	895"	4.671	0.004920
144	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	"12	391"	4.658	0.015760
145	Journal of Genetics and Genomics	"2	005"	4.650	0.004740
146	Stem Cell Research & Therapy	"6	132"	4.627	0.015810
147	Cell Discovery	717	4.600	0.003690
148	Biochimica et Biophysica Acta-Gene Regulatory Mechanisms	"7	096"	4.599	0.015580
149	STRUCTURE	"14	722"	4.576	0.031710
150	HUMAN MOLECULAR GENETICS	"39	859"	4.544	0.069190
151	BIOINFORMATICS	"107	600"	4.531	0.205400
152	JOURNAL OF CELLULAR PHYSIOLOGY	"20	046"	4.522	0.018580
153	Antioxidants	882	4.520	0.001690
154	JOURNAL OF CELL SCIENCE	"42	443"	4.517	0.053970
155	JOURNAL OF NUTRITIONAL BIOCHEMISTRY	"10	544"	4.490	0.012700
156	MOLECULAR CANCER RESEARCH	"7	899"	4.484	0.013800
157	BIOELECTROCHEMISTRY	"4	476"	4.474	0.004050
158	HUMAN MUTATION	"13	037"	4.453	0.024570
159	BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS	"12	823"	4.441	0.017160
160	PLoS Computational Biology	"26	646"	4.428	0.085350
161	npj Genomic Medicine	305	4.422	0.001620
162	EXPERT REVIEWS IN MOLECULAR MEDICINE	"1	758"	4.407	0.001450
163	Epigenomics	"2	555"	4.404	0.007650
164	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS	"9	688"	4.402	0.018080
165	BIOESSAYS	"9	911"	4.396	0.016740
166	ACS Chemical Biology	"11	691"	4.374	0.036930
167	BIOCONJUGATE CHEMISTRY	"15	840"	4.349	0.020240
168	AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY	"12	166"	4.340	0.016110
169	BIOCHEMICAL JOURNAL	"46	764"	4.331	0.030420
170	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE	"14	373"	4.328	0.024840
171	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	"53	240"	4.304	0.079660
172	CYTOTHERAPY	"5	969"	4.297	0.009690
173	Annals of the New York Academy of Sciences	"46	385"	4.295	0.025840
174	BIOCHEMICAL SOCIETY TRANSACTIONS	"12	535"	4.291	0.018720
175	CELLULAR MICROBIOLOGY	"9	048"	4.288	0.013250
176	JOURNAL OF INHERITED METABOLIC DISEASE	"5	868"	4.287	0.008410
177	ADDICTION BIOLOGY	"4	055"	4.223	0.008820
178	IEEE Journal of Biomedical and Health Informatics	"4	082"	4.217	0.010320
179	GLYCOBIOLOGY	"7	752"	4.194	0.008980
180	Epigenetics & Chromatin	"1	623"	4.185	0.007590
181	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	"53	148"	4.183	0.114880
182	Epigenetics	"5	480"	4.173	0.013400
183	Pigment Cell & Melanoma Research	"4	249"	4.172	0.006340
184	Advances in Microbial Physiology	"1	164"	4.120	0.000780
185	JOURNAL OF BIOLOGICAL CHEMISTRY	"357	146"	4.106	0.252280
186	CLINICAL GENETICS	"7	288"	4.104	0.014560
187	Geobiology	"2	204"	4.100	0.004460
188	International Journal of Biological Sciences	"4	985"	4.067	0.008130
188	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY	"11	125"	4.067	0.012160
190	Cell Division	565	4.056	0.000640
191	Plant Genome	"1	425"	4.042	0.003320
192	Disease Models & Mechanisms	"5	133"	4.028	0.013930
193	JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY	"4	637"	4.027	0.005730
194	APOPTOSIS	"6	511"	4.021	0.007050
195	JOURNAL OF LEUKOCYTE BIOLOGY	"16	921"	4.012	0.019570
196	Scientific Reports	"302	086"	4.011	1.061540
197	DNA RESEARCH	"2	996"	4.000	0.005130
197	Skeletal Muscle	"1	085"	4.000	0.003020
199	NEUROCHEMISTRY INTERNATIONAL	"8	775"	3.994	0.009020
200	MOLECULAR PHYLOGENETICS AND EVOLUTION	"19	188"	3.992	0.028460
201	TRAFFIC	"6	603"	3.951	0.008940
202	RNA	"13	106"	3.949	0.026740
203	IMMUNOLOGY AND CELL BIOLOGY	"5	452"	3.947	0.008820
204	CELL CALCIUM	"5	205"	3.932	0.006340
205	PLANT AND CELL PHYSIOLOGY	"16	107"	3.929	0.018210
205	Stem Cell Research	"3	077"	3.929	0.008410
207	PLANT MOLECULAR BIOLOGY	"14	112"	3.928	0.009620
208	BIOORGANIC CHEMISTRY	"3	047"	3.926	0.003850
208	THEORETICAL AND APPLIED GENETICS	"20	017"	3.926	0.013530
210	MOLECULAR BIOLOGY OF THE CELL	"29	948"	3.905	0.043310
211	CURRENT MEDICINAL CHEMISTRY	"16	061"	3.894	0.014550
212	Open Biology	"2	316"	3.890	0.010150
213	BIOLOGY OF THE CELL	"2	269"	3.863	0.002050
214	ACS Chemical Neuroscience	"5	238"	3.861	0.013320
215	HUMAN GENE THERAPY	"5	639"	3.855	0.007540
216	Journal of Integrative Plant Biology	"4	282"	3.824	0.006640
217	CELLULAR AND MOLECULAR NEUROBIOLOGY	"4	488"	3.811	0.005740
218	BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES	"18	087"	3.790	0.021930
219	International Review of Cell and Molecular Biology	"1	916"	3.788	0.004800
220	JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY	"11	066"	3.785	0.013630
220	PLANT SCIENCE	"14	435"	3.785	0.013100
222	Current Opinion in Insect Science	"1	563"	3.784	0.006370
223	Advances in Protein Chemistry and Structural Biology	729	3.783	0.001560
224	METHODS	"21	871"	3.782	0.025700
225	Nucleic Acid Therapeutics	854	3.780	0.003000
226	ASTROBIOLOGY	"3	625"	3.768	0.005340
227	JOURNAL OF STRUCTURAL BIOLOGY	"10	153"	3.754	0.024190
228	GENE THERAPY	"7	223"	3.749	0.007040
229	MOLECULAR AND CELLULAR BIOLOGY	"53	856"	3.735	0.033980
230	Genome Biology and Evolution	"6	587"	3.726	0.026090
231	DNA REPAIR	"5	058"	3.711	0.011920
232	MOLECULAR AND CELLULAR ENDOCRINOLOGY	"15	665"	3.693	0.020780
233	Journal of Cell Communication and Signaling	"1	026"	3.691	0.001570
234	Orphanet Journal of Rare Diseases	"6	654"	3.687	0.015860
235	Database-The Journal of Biological Databases and Curation	"3	078"	3.683	0.011580
236	BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS	"15	074"	3.681	0.025420
237	EUROPEAN JOURNAL OF HUMAN GENETICS	"9	874"	3.650	0.023500
238	MOLECULAR MICROBIOLOGY	"34	724"	3.649	0.030720
238	MOLECULAR PLANT-MICROBE INTERACTIONS	"11	283"	3.649	0.008960
240	JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY	"4	310"	3.632	0.004870
241	Mobile DNA	725	3.630	0.003620
242	INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	"7	657"	3.618	0.008440
243	Tissue Engineering Part A	"9	754"	3.616	0.012380
244	MOLECULAR GENETICS AND METABOLISM	"7	018"	3.610	0.009900
245	MECHANISMS OF AGEING AND DEVELOPMENT	"5	666"	3.603	0.005020
246	BIOFACTORS	"3	561"	3.598	0.003160
247	Science China-Life Sciences	"2	451"	3.583	0.006090
248	EVOLUTION	"31	677"	3.573	0.029010
249	Metallomics	"4	520"	3.571	0.009150
250	Frontiers in Molecular Biosciences	"1	069"	3.565	0.004240
251	GENETICS	"41	941"	3.564	0.047260
252	ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS	"21	948"	3.559	0.014070
253	AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY	"15	579"	3.553	0.013130
254	JOURNAL OF HUMAN GENETICS	"4	124"	3.545	0.008270
254	MEDIATORS OF INFLAMMATION	"11	203"	3.545	0.026330
256	World Journal of Stem Cells	"1	271"	3.534	0.003390
257	MOLECULES AND CELLS	"4	449"	3.533	0.007370
258	CHROMOSOMA	"3	180"	3.530	0.004730
259	QUARTERLY REVIEW OF BIOLOGY	"4	146"	3.519	0.001280
260	Frontiers in Genetics	"7	448"	3.517	0.026160
261	PHARMACOGENOMICS JOURNAL	"2	744"	3.503	0.004600
262	BMC GENOMICS	"39	876"	3.501	0.095280
263	CELL STRUCTURE AND FUNCTION	"1	014"	3.500	0.000810
264	Expert Opinion on Drug Metabolism & Toxicology	"3	776"	3.487	0.006310
265	BMC CELL BIOLOGY	"1	998"	3.485	0.002380
266	CURRENT GENETICS	"3	641"	3.464	0.003760
267	MITOCHONDRION	"3	539"	3.449	0.006690
268	JOURNAL OF CELLULAR BIOCHEMISTRY	"17	473"	3.448	0.014740
269	CYTOMETRY PART A	"4	326"	3.433	0.007370
270	MOLECULAR CARCINOGENESIS	"5	257"	3.411	0.008000
271	CHEMICO-BIOLOGICAL INTERACTIONS	"11	103"	3.407	0.011810
272	CELLULAR SIGNALLING	"11	351"	3.388	0.017330
273	NITRIC OXIDE-BIOLOGY AND CHEMISTRY	"3	910"	3.371	0.004950
274	CELLULAR & MOLECULAR BIOLOGY LETTERS	"1	177"	3.367	0.001250
275	BIOCHIMIE	"10	455"	3.362	0.014960
276	CELL AND TISSUE RESEARCH	"12	152"	3.360	0.014050
277	Cell and Bioscience	"1	379"	3.355	0.003670
278	Genes	"3	103"	3.331	0.009570
279	EXPERIMENTAL CELL RESEARCH	"19	656"	3.329	0.019220
280	Biology Letters	"9	783"	3.323	0.019530
281	Journal of Tissue Engineering and Regenerative Medicine	"4	776"	3.319	0.007680
282	FUNGAL GENETICS AND BIOLOGY	"5	736"	3.314	0.007110
283	JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS	"4	064"	3.310	0.006000
284	Metabolites	"1	334"	3.303	0.003210
285	Cell Adhesion & Migration	"2	229"	3.296	0.004500
286	HISTOPATHOLOGY	"9	584"	3.294	0.011880
287	CELLULAR IMMUNOLOGY	"4	932"	3.291	0.005830
288	CELL CYCLE	"16	320"	3.259	0.023830
289	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN	"4	421"	3.250	0.005460
290	Food & Function	"8	392"	3.241	0.016740
291	Acta Crystallographica Section D-Structural Biology	"21	054"	3.227	0.018480
292	JOURNAL OF INORGANIC BIOCHEMISTRY	"11	303"	3.224	0.007960
292	Journal of the Royal Society Interface	"12	933"	3.224	0.029190
294	JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY	"9	644"	3.202	0.012810
295	Biology of Sex Differences	"1	007"	3.188	0.002640
296	HEREDITY	"9	521"	3.179	0.010620
297	GENOMICS	"8	698"	3.160	0.005530
298	Cancer Genomics & Proteomics	894	3.147	0.001440
299	INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY	"15	837"	3.144	0.017090
300	Briefings in Functional Genomics	"1	641"	3.133	0.003270
301	AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS	"4	087"	3.123	0.006280
302	NPJ Microgravity	203	3.111	0.000670
303	PLATELETS	"2	710"	3.106	0.005020
303	PROTEOMICS	"14	097"	3.106	0.019090
305	GENETICS SELECTION EVOLUTION	"2	813"	3.094	0.004790
306	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES	"19	227"	3.093	0.028200
307	Interface Focus	"1	942"	3.092	0.004850
308	CYTOKINE	"9	645"	3.078	0.014210
309	MOLECULAR IMMUNOLOGY	"10	780"	3.064	0.014690
310	INFLAMMATION RESEARCH	"4	106"	3.061	0.004720
311	MOLECULES	"39	342"	3.060	0.062050
312	Molecular Diagnosis & Therapy	984	3.058	0.002380
313	IUBMB LIFE	"5	495"	3.051	0.005840
314	BMC EVOLUTIONARY BIOLOGY	"12	929"	3.045	0.023860
315	EUROPEAN JOURNAL OF CELL BIOLOGY	"4	097"	3.024	0.004270
316	DIFFERENTIATION	"2	879"	3.022	0.002150
317	JOURNAL OF EXPERIMENTAL BIOLOGY	"32	933"	3.017	0.033230
317	NEUROGENETICS	"1	268"	3.017	0.002320
319	BIOLOGICAL CHEMISTRY	"5	928"	3.014	0.007200
320	Biology Direct	"1	864"	3.010	0.003690
321	MOLECULAR MEDICINE	"4	918"	2.991	0.004770
322	FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY	"1	429"	2.971	0.001120
323	BMB Reports	"2	372"	2.966	0.004480
324	JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY	"2	095"	2.965	0.002140
325	Journal of Radiation Research and Applied Sciences	860	2.963	0.001860
326	BIOCHEMISTRY	"74	080"	2.952	0.052070
327	GENES CHROMOSOMES & CANCER	"4	554"	2.940	0.006170
328	INFLAMMATION	"4	515"	2.939	0.008200
329	JOURNAL OF MOLECULAR HISTOLOGY	"1	344"	2.937	0.001530
330	GLYCOCONJUGATE JOURNAL	"2	760"	2.926	0.003120
331	DNA AND CELL BIOLOGY	"3	335"	2.918	0.004040
332	PHYTOCHEMISTRY	"30	660"	2.905	0.012020
333	CELL STRESS & CHAPERONES	"3	121"	2.903	0.003990
334	MUTAGENESIS	"3	449"	2.898	0.002660
335	JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY	"3	498"	2.895	0.004730
335	MACROMOLECULAR BIOSCIENCE	"6	764"	2.895	0.006750
337	MIT Technology Review	929	2.893	0.001910
338	MOLECULAR AND CELLULAR BIOCHEMISTRY	"12	522"	2.884	0.012140
339	Genes and Nutrition	"1	472"	2.883	0.002320
339	PROCESS BIOCHEMISTRY	"17	457"	2.883	0.010630
341	MOLECULAR GENETICS AND GENOMICS	"4	251"	2.879	0.005780
342	PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	"5	112"	2.870	0.005850
343	PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS	"4	230"	2.864	0.004350
344	Molecular BioSystems	"7	475"	2.855	0.015930
345	WOUND REPAIR AND REGENERATION	"5	808"	2.850	0.006110
346	JOURNAL OF KING SAUD UNIVERSITY SCIENCE	"1	120"	2.835	0.001670
347	FREE RADICAL RESEARCH	"6	987"	2.825	0.005390
348	JOURNAL OF ASSISTED REPRODUCTION AND GENETICS	"4	940"	2.820	0.009830
348	SAUDI JOURNAL OF BIOLOGICAL SCIENCES	"2	746"	2.820	0.004410
350	Progress in Molecular Biology and Translational Science	"2	395"	2.819	0.006520
351	PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES	"18	683"	2.818	0.018940
352	BIOORGANIC & MEDICINAL CHEMISTRY	"29	666"	2.802	0.026840
353	HLA	505	2.785	0.000750
354	NEUROCHEMICAL RESEARCH	"9	744"	2.782	0.012030
355	RADIATION RESEARCH	"8	561"	2.779	0.006480
356	PLoS One	"650	727"	2.776	1.706770
357	Integrative Biology	"3	346"	2.774	0.008030
358	DISEASE MARKERS	"3	479"	2.761	0.006820
359	FUNCTIONAL & INTEGRATIVE GENOMICS	"1	873"	2.745	0.002520
360	Cytoskeleton	"1	233"	2.720	0.003410
361	BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS	"82	168"	2.705	0.073270
362	PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY	"4	053"	2.703	0.004530
363	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY	"6	496"	2.697	0.003270
364	Pharmacogenetics and Genomics	"3	177"	2.693	0.003410
365	Frontiers in Neuroinformatics	"2	213"	2.680	0.007300
366	FEBS LETTERS	"49	300"	2.675	0.035950
367	PEPTIDES	"9	988"	2.659	0.007970
368	Lipids in Health and Disease	"4	851"	2.651	0.008030
369	HISTOCHEMISTRY AND CELL BIOLOGY	"4	308"	2.640	0.005030
370	GENE	"25	503"	2.638	0.031040
370	Tissue Engineering Part C-Methods	"3	268"	2.638	0.005250
372	PROTOPLASMA	"4	754"	2.633	0.005150
373	GENES AND IMMUNITY	"2	829"	2.631	0.003720
374	G3-Genes Genomes Genetics	"5	441"	2.630	0.023660
375	JOURNAL OF HEREDITY	"6	215"	2.618	0.004500
376	Current Stem Cell Research & Therapy	"1	205"	2.612	0.001940
377	OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY	"2	021"	2.610	0.002550
378	Current Topics in Membranes	681	2.609	0.002150
379	CHEMBIOCHEM	"10	991"	2.593	0.018200
380	COMPLEXITY	"2	753"	2.591	0.003890
381	BIOINORGANIC CHEMISTRY AND APPLICATIONS	851	2.583	0.000820
382	PHYSIOLOGICAL GENOMICS	"4	426"	2.581	0.004190
383	JOURNAL OF MOLECULAR NEUROSCIENCE	"5	244"	2.577	0.007890
383	PLASMID	"1	894"	2.577	0.001860
385	Comparative Biochemistry and Physiology D-Genomics & Proteomics	969	2.573	0.001530
386	Biotechnology & Genetic Engineering Reviews	524	2.571	0.000220
387	BMC MOLECULAR BIOLOGY	"2	137"	2.568	0.001290
387	BMC Medical Genomics	"2	556"	2.568	0.006570
389	CHRONOBIOLOGY INTERNATIONAL	"5	042"	2.562	0.006880
390	JOURNAL OF BIOENERGETICS AND BIOMEMBRANES	"2	617"	2.548	0.001910
391	BMC GENETICS	"4	153"	2.547	0.007690
392	Human Genomics	"1	158"	2.544	0.002400
393	JOURNAL OF EVOLUTIONARY BIOLOGY	"10	594"	2.541	0.015540
394	BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS	"7	949"	2.540	0.011670
395	CHEMISTRY AND PHYSICS OF LIPIDS	"4	379"	2.536	0.004180
396	BIOSCIENCE REPORTS	"3	757"	2.535	0.007210
397	ENVIRONMENTAL AND MOLECULAR MUTAGENESIS	"3	376"	2.528	0.003370
398	JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	"1	679"	2.523	0.002730
399	AMINO ACIDS	"8	931"	2.520	0.010490
400	Royal Society Open Science	"4	118"	2.515	0.017150
401	BMC BIOINFORMATICS	"30	607"	2.511	0.045720
401	CURRENT ISSUES IN MOLECULAR BIOLOGY	681	2.511	0.000630
